parent_id	pH	pH min	pH max	half-life	half-life min	half-life max	half-life units	rate (k_1)	rate (k_1) min	rate (k_1) max	rate units	reaction	temperature (deg C)	activation (kcal/mol)	citation	comments	doi
161	11.204119982655925							3.83			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0016M NaOH	
161	11.380211241711606							5.02			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0024M NaOH	
161	11.505149978319906							6.21			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0032M NaOH	
161	11.602059991327963							7.56			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.004 M NaOH	
161	10.602059991327963							1.1			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0004M NaOH	
161	10.681241237375588							1.38			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.00048M NaOH	
161	10.7481880270062							1.53			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	.00056M NaOH	
161	10.903089986991944							2.46			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0008M NaOH	
161	11.204119982655925							4.67			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0016M NaOH	
161	11.380211241711606							6.21			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0024M NaOH	
161	11.505149978319906							7.3			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0032M NaOH	
161	11.602059991327963							8.85			10^-3*s^-1	Lactone Hydrolysis	30	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.004 M NaOH	
161	10.602059991327963							1.48			10^-3*s^-1	Lactone Hydrolysis	35	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0004M NaOH	
161	10.681241237375588							1.83			10^-3*s^-1	Lactone Hydrolysis	35	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.00048M NaOH	
161	10.7481880270062							2.26			10^-3*s^-1	Lactone Hydrolysis	35	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	.00056M NaOH	
161	10.903089986991944							3.25			10^-3*s^-1	Lactone Hydrolysis	35	15.63		0.0008M NaOH	
161	11.204119982655925							5.81			10^-3*s^-1	Lactone Hydrolysis	35	15.63		0.0016M NaOH	
161	11.380211241711606							7.75			10^-3*s^-1	Lactone Hydrolysis	35	15.63		0.0024M NaOH	
161	11.505149978319906							9.43			10^-3*s^-1	Lactone Hydrolysis	35	15.63		0.0032M NaOH	
161	11.602059991327963							12.5			10^-3*s^-1	Lactone Hydrolysis	35	15.63		0.004 M NaOH	
161	10.602059991327963							1.98			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.0004M NaOH	
161	10.681241237375588							2.55			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.00048M NaOH	
161	10.7481880270062							2.97			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	.00056M NaOH	
161	10.903089986991944							4.74			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.0008M NaOH	
161	11.204119982655925							8.06			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.0016M NaOH	
161	11.380211241711606							9.61			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.0024M NaOH	
161	11.505149978319906							11.76			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.0032M NaOH	
161	11.602059991327963							18.2			10^-3*s^-1	Lactone Hydrolysis	40	15.63	    	0.004 M NaOH	
161								10000			kobs	Lactone Hydrolysis			    		
123	7			50000			years					Carbamate Hydrolysis	25	17.9	Schwarzenbach, Rene, Gschwend, Philip, and Imboden, Dieter. Environmental Organical Chemistry Second Edition, 2003. p 529		
123								4.5e-06			M^-1s^-1	Carbamate Hydrolysis	25	17.9	Schwarzenbach, Rene, Gschwend, Philip, and Imboden, Dieter. Environmental Organical Chemistry Second Edition, 2003. p 529		
43								0.00533			M^-1sec^-1	Epoxide Hydrolysis	20	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Bronsted J.N. et al J. Amer. Chem. Soc. 51, 428-461, 1929.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2364	10.1021/ja01377a012
43	7							3.6e-07			sec^-1	Epoxide Hydrolysis	20	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Bronsted J.N. et al J. Amer. Chem. Soc. 51, 428-461, 1929.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2364	10.1021/ja01377a012
43								0.009			M^-1sec^-1	Epoxide Hydrolysis	25	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Long F.A. and Pritchard J.G. J. Am. Chem. Soc. 78, 2663-2667, 1956.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2365	10.1021/ja01593a001
43	7							5.56e-07			sec^-1	Epoxide Hydrolysis	25	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Long F.A. and Pritchard J.G. J. Am. Chem. Soc. 78, 2663-2667, 1956.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2365	10.1021/ja01593a001
43								1.05			M^-1 sec^-1	Epoxide Hydrolysis	25	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Long F.A. and Pritchard J.G. J. Am. Chem. Soc. 78, 2663-2667, 1956.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2365	10.1021/ja01593a001
43	7							1.92e-05			sec^-1	Epoxide Hydrolysis	60	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Long F.A. and Pritchard J.G. J. Am. Chem. Soc. 78, 2663-2667, 1956.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2366	10.1021/ja01593a001
43	7							4.39e-05			sec^-1	Epoxide Hydrolysis	70	18.99	Bogyo D.A. et al EPA-560/11-80-005, 1980; Long F.A. and Pritchard J.G. J. Am. Chem. Soc. 78, 2663-2667, 1956.	activation energy is for acid catalysis from Long et. al J. Am. Chem. Soc., 1957, 79 (10),  2362–2367	10.1021/ja01593a001
155	4			0.86			days				days	Sulfonylurea Hydrolysis: Ring Contraction	22	22.66	USEPA Memorandum PC Code 119011. The Drinking Water Degredates Identification Memorandum for Flazasulfuron. February 1, 2011		
155	5			3.91			days				days	Sulfonylurea Hydrolysis: Ring Contraction	22	22.66	USEPA Memorandum PC Code 119011. The Drinking Water Degredates Identification Memorandum for Flazasulfuron. February 1, 2011		
155	7			17.37			days				days	Sulfonylurea Hydrolysis: Ring Contraction	22	22.66	USEPA Memorandum PC Code 119011. The Drinking Water Degredates Identification Memorandum for Flazasulfuron. February 1, 2011		
155	9			13.49			days				days	Sulfonylurea Hydrolysis: Ring Contraction	22	22.66	USEPA Memorandum PC Code 119011. The Drinking Water Degredates Identification Memorandum for Flazasulfuron. February 1, 2011		
180	9			204			days				days	Nitrile Hydrolysis	25.149999999999977	19.97	EFSA, 2005		
180	9			17.1			days				days	Nitrile Hydrolysis	40.14999999999998	19.97	EFSA, 2005		
180	9			9			days				days	Nitrile Hydrolysis	50.14999999999998	19.97	EFSA, 2005		
115	5			105			days				days	Amide Hydrolysis	50	17.68	EFSA Flufenoxuron 10-11-2012		
115	7			32.5			days				days	Amide Hydrolysis	50	17.68	EFSA Flufenoxuron 10-11-2012		
115	9			0.8			days				days	Amide Hydrolysis	50	17.68	EFSA Flufenoxuron 10-11-2012		
115	5			206			days				days	Amide Hydrolysis	25	17.68	EFSA Flufenoxuron 10-11-2012		
115	7			267			days				days	Amide Hydrolysis	25	17.68	EFSA Flufenoxuron 10-11-2012		
115	9			36.7			days				days	Amide Hydrolysis	25	17.68	EFSA Flufenoxuron 10-11-2012		
115	5			83.7			days				days	Amide Hydrolysis	40	17.68	EFSA Flufenoxuron 10-11-2012		
115	7			50.8			days				days	Amide Hydrolysis	40	17.68	EFSA Flufenoxuron 10-11-2012		
115	5			27.7			days				days	Amide Hydrolysis	70	17.68	EFSA Flufenoxuron 10-11-2012		
115	7			2.1			days				days	Amide Hydrolysis	70	17.68	EFSA Flufenoxuron 10-11-2012		
115	9			0.1			days				days	Amide Hydrolysis	70	17.68	EFSA Flufenoxuron 10-11-2012		
153	5			44			days	0.0159			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	20	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)	Figure 3 of this paper shows hydrolysis products at pH 9 (it looks like ring contraction followed by ester hydrolysis and hence the rate is so much faster)	10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
153	7			12			days	0.0592			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	20	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)	Figure 3 of this paper shows hydrolysis products at pH 9 (it looks like ring contraction followed by ester hydrolysis and hence the rate is so much faster)	10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
153	9			0.42			days	1.64			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	20	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)	Figure 3 of this paper shows hydrolysis products at pH 9 (it looks like ring contraction followed by ester hydrolysis and hence the rate is so much faster)	10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
153	5			7.5			days	0.0927			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	30	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)		10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
153	7			4.2			days	0.163			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	30	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)		10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
153	9			0.097			days	7.18			days^-1	Sulfonylurea Hydrolysis: Ring Contraction	30	22.66	Singles S. K. et al. Pestic Sci 55:288-300 (1999)		10.1002/(sici)1096-9063(199903)55:3<288::aid-ps890>3.0.co;2-6
101	5				454							Carboxylic Acid Ester Hydrolysis	25		EFSA Fluroxypyr 10-11-2012	Lehmann R.G. 1987	
101	7			454			days	0.00153			days^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Fluroxypyr 10-11-2012	Lehmann R.G. 1987	
101	9			3.2			days	0.215			days^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Fluroxypyr 10-11-2012	Lehmann R.G. 1987	
186	5			0.10833333333333334			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	7			0.04583333333333334			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	9			0.000775462962962963			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	4			0.2704166666666667			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	7			0.028333333333333335			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	9											N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	4			0.2604166666666667			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	7			0.029583333333333333			days				days	N-S Cleavage	25	25.8	EFSA Folpet 2004		
186	4			0.04416666666666667			days				days	N-S Cleavage	40	25.8	EFSA Folpet 2004		
186	9											N-S Cleavage	40	25.8	EFSA Folpet 2004		
186	7			0.0075			days				days	N-S Cleavage	40	25.8	EFSA Folpet 2004		
186	7.14							0.00014			sec^-1	N-S Cleavage	28	25.8	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
64	7							400			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001		
110	7							0.0027			sec^-1	Anhydride Hydrolysis	25.1	12	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926	rates in s-1	10.1039/jr9630002918
110	7							0.000423			sec^-1	Anhydride Hydrolysis	0	12	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926		10.1039/jr9630002918
134	7			13.9			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.	Temp 25 +/- 0.4	
134	9										days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.	Temp 25 +/- 0.4	
134	7			14.9			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.		
134	9										days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.		
134	5			28.9			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.		
134	5			24.8			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.		
134	3.1			3.0708333333333333			days				days	Sulfonylurea Hydrolysis	25	19.28776290630975	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372	supporting information, fig 3 shows neutral hydrolysis pH 5-7. This paper also discusses the contraction pathway as well as why  ester hydrolysis at alkaline pH is not occuring here	10.1021/jf800899e
134	5			25.1125			days				days	Sulfonylurea Hydrolysis	25	22.66	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372	"""Similarly, a cleavage of HM’s sulfonylurea bridge was
observed in acid and neutral aqueous buffer solutions (pH e
7), producing carbon dioxide and the corresponding pyrazolesulfonamide
and pyrimidine amine (metabolites 1 and 2 in
Figure 1). Unlike PE, however, only the contraction product
(metabolite 3) was detected shortly after HM was spiked to basic
solutions (Figure 2B and Figure S3 of the Supporting Information).
This result suggests that the cleavage of HM’s sulfonylurea
bridge is insignificant and that the bridge contraction is a
predominant hydrolysis mechanism for HM in basic solution.
The maximum concentration of the contraction product was
observed when HM had completely disappeared (Figure 2B).
The concentration of the contraction product then decreased
gradually, with a concurrent gradual increase in the pyrimidine
amine (metabolite 2). This result indicates that the contraction
product of HM is not stable and it may decompose to its
corresponding products, for example, pyrimidine amine, via
further hydrolysis (Figure 1)."""	10.1021/jf800899e
134	6.9			25.558333333333334			days				days	Sulfonylurea Hydrolysis	25	22.66	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372		10.1021/jf800899e
134	9										days	Sulfonylurea Hydrolysis	25	20.172084130019122	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372	according to Zheng paper; no sulfonyl urea hydrolsis products observed at basic pH	10.1021/jf800899e
134	9.8										days	Sulfonylurea Hydrolysis	25	20.172084130019122	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372		10.1021/jf800899e
134	9			0.733			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.	Temp 25 +/- 0.4	
134	9			0.813			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	22.66	EFSA Draft Assessment Report for Halosulfuron-methyl, Oct. 28, 2011.		
134	9			0.7666666666666666			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	20.172084130019122	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372	according to Zheng paper; no sulfonyl urea hydrolsis products observed at basic pH	10.1021/jf800899e
134	9.8			0.09166666666666667			days				days	Sulfonylurea Hydrolysis: Ring Contraction	25	20.172084130019122	Zheng, Wei, Yates, Scott, and Papiernik, Sharon. Transformation Kinetics and Mechanism of the Sulfonylurea Herbicides Pyrazosulfuron ethyl and Halosulfuron methyl in aqueous solutions.J. Agric. Food Chem. 2008, 56, 7367–7372		10.1021/jf800899e
146	4			6.8			days				days	Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron	MRID 47305119: Walsh & DiFrancesco (2007) unpublished study	
146	7											Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron	MRID 47305119: Walsh & DiFrancesco (2007) unpublished study	
146	9											Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron	MRID 47305119: Walsh & DiFrancesco (2007) unpublished study	
146	4			7.1			days				days	Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron		
146	7											Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron		
146	9											Sulfonylurea Hydrolysis	25	22.66	USEPA Memorandum PC Code 118602. The Drinking Water Degradates Identification Memorandum for Imazosulfuron		
53	4			95			days				days	Organophosphorus Ester Hydrolysis	25	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
53	7.2			87			days				days	Organophosphorus Ester Hydrolysis	25	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
53	9			81			days				days	Organophosphorus Ester Hydrolysis	25	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
53	4			36			days				days	Organophosphorus Ester Hydrolysis	35	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
53	7.2			39			days				days	Organophosphorus Ester Hydrolysis	35	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
53	9			54			days				days	Organophosphorus Ester Hydrolysis	35	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
167	9			0.014583333333333334			days	0.00055			sec^-1	Imide Hydrolysis	25	18.65	Belafdal O et. al Pestic. Sci. 1986, 17, 335-342		10.1002/ps.2780170403
92	7							0.002046			sec^-1	Acid Halide Hydrolysis: another mechanism	24.54	24.69	Queen A. C. J. Chem. 45, 1619 (1967)		
132	3.3							1.72e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	rates units in  10^7 S-1, .05 M phosphate	10.1021/es801101c
132	4.2							1.9e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05 M Phosphate	10.1021/es801101c
132	12							3.32e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05M Phosphate	10.1021/es801101c
132	6.6							2.48e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.3M phosphate, 0.4M KCl	10.1021/es801101c
132	6.5							2.45e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.3M Phosphate	10.1021/es801101c
132	6.2							2e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05M Phosphate	10.1021/es801101c
132	10.3							1.78e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05M borate	10.1021/es801101c
132	7.2							1.53e-06			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05M Phosphate	10.1021/es801101c
132	8.4							8.8e-07			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	.05M Phosphate	10.1021/es801101c
132	5.3							6.3e-07			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	1 M KCl	10.1021/es801101c
132	5.4							3.1e-07			s^-1	Urea Hydrolysis	60	17.5	Penning H. et al. Environ. Sci. Technol. 2008, 42, 7764–7771	none	10.1021/es801101c
102	5			875			days	9.166666666666666e-09			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	stable DT_50 extrapolated for pH 5; Ref: Bieber 1992	
102	7			34			days	2.3611111111111108e-07			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	stable DT_50 extrapolated for pH 5; Ref: Bieber 1992	
102	9			0.29			days	2.766203703703704e-05			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	stable DT_50 extrapolated for pH 5; Ref: Bieber 1992	
102	5			822			days	9.756944444444444e-09			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	Van Beinum, Beulke, 2008	
102	7			35			days	2.291666666666667e-07			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	Van Beinum, Beulke, 2008	
102	9			0.38			days	2.0949074074074073e-05			sec^-1	Carboxylic Acid Ester Hydrolysis	25		EFSA Kresoxim-methyl 10-11-2012	Van Beinum, Beulke, 2008	
114	1				720						days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
114	5				720						days	Amide Hydrolysis	25	17.68	EFSA Lufenuron 10-11-2012		
114	7				720						days	Amide Hydrolysis	25	17.68	EFSA Lufenuron 10-11-2012		
114	9			9062.8			days				days	Amide Hydrolysis	25	17.68	EFSA Lufenuron 10-11-2012		
114	7			4066			days				days	Amide Hydrolysis	50	17.68	EFSA Lufenuron 10-11-2012		
114	9			185.2			days				days	Amide Hydrolysis	50	17.68	EFSA Lufenuron 10-11-2012		
114	5				720						days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
114	7			130.5			days				days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
114	9			4			days				days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
114	9			15512.1			days				days	Amide Hydrolysis	25	17.68	EFSA Lufenuron 10-11-2012		
114	7			1858.4			days				days	Amide Hydrolysis	50	17.68	EFSA Lufenuron 10-11-2012		
114	9			40.8			days				days	Amide Hydrolysis	50	17.68	EFSA Lufenuron 10-11-2012		
114	7			45.7			days				days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
114	9			1.9			days				days	Amide Hydrolysis	70	17.68	EFSA Lufenuron 10-11-2012		
111	7							0.0314			sec^-1	Anhydride Hydrolysis	25.1	14	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926	rates in s-1	10.1039/jr9630002918
111	7							0.00348			sec^-1	Anhydride Hydrolysis	0	14	Bunton C.A. et al J. Chem. Soc., 1963, 2918-2926		10.1039/jr9630002918
119	5			321			days				days	Carbamate Hydrolysis	25	17.9	EFSA Methiocarb 10-11-2012		
119	7			24			days				days	Carbamate Hydrolysis	25	17.9	EFSA Methiocarb 10-11-2012		
119	9			0.2			days				days	Carbamate Hydrolysis	25	17.9	EFSA Methiocarb 10-11-2012		
120	5											Carbamate Hydrolysis	25	17.9	EFSA 090301Methomyl		
120	7											Carbamate Hydrolysis	25	17.9	EFSA 090301Methomyl		
120	9			36			days				days	Carbamate Hydrolysis	25	17.9	EFSA 090301Methomyl		
120	5											Carbamate Hydrolysis	25	17.9	IPCS, Enivornmental Health Criteria 178, 1996		
120	7											Carbamate Hydrolysis	25	17.9	IPCS, Enivornmental Health Criteria 178, 1996		
120	9			30			days				days	Carbamate Hydrolysis	25	17.9	IPCS, Enivornmental Health Criteria 178, 1996		
120	5											Carbamate Hydrolysis	25	17.9	EFSA 114501 Thiodicarb		
120	7											Carbamate Hydrolysis	25	17.9	EFSA 114501 Thiodicarb		
120	9			15.1			days				days	Carbamate Hydrolysis	25	17.9	EFSA 114501 Thiodicarb		
89	7							0.0005624			sec^-1	Acid Halide Hydrolysis: another mechanism	25.025	16.79	Queen A. C. J. Chem. 45, 1619 (1967)		
71	7							47330			sec^-1	Acid Halide Hydrolysis	4.616	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527	table 1, table 2 (last 2 columns b/c environmentally relevant temps), pure water	10.1139/v70-087
71	7							457800			sec^-1	Acid Halide Hydrolysis	20.053	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							353100			sec^-1	Acid Halide Hydrolysis	18.148	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							280000			sec^-1	Acid Halide Hydrolysis	16.498	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							241800			sec^-1	Acid Halide Hydrolysis	15.41	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
71	7							203300			sec^-1	Acid Halide Hydrolysis	14.245	20.209	Queen, A.; Nour, T.A.; Paddon-Row, M.N.; Preston, K. Kinetics of the hydrolysis of thiochloroformate esters in pure water. Can. J. Chem. 1970, 48, 522-527		10.1139/v70-087
